ProductCategory,Region,CustomerSegment,IsPromotionApplied,ProductionCost,MarketingSpend,SeasonalDemandIndex,CompetitorPrice,CustomerRating,EconomicIndex,StoreCount,SalesRevenue
Furniture,South,Low Income,No,423.4777633995307,164.79561822038133,1.3230481224934785,225.98180500167575,3.4594951971935,125.49535390556206,27,1700.9092089232738
Furniture,West,High Income,Yes,500.62845248918734,168.7104653110189,1.5880524880154538,334.7241309128878,3.736241181058426,108.6590713105717,31,1760.052945306549
Toys,South,Middle Income,No,256.58236141574076,150.9216002721801,2.1297906222261136,313.3958488531447,4.662041184939298,76.42344821669883,44,1891.6770146493438
Electronics,West,Middle Income,Yes,348.9769754583102,257.05855919268976,2.5187728124144755,227.06132578906715,3.439468609329781,108.16071635151842,32,1834.4542731634358
Toys,North,High Income,Yes,488.89811263928453,158.26124103533053,1.6361335494012865,188.76184052475284,3.7531098247588166,124.78146415263932,30,2041.1712558949857
Toys,South,Low Income,Yes,512.1254683103932,176.7602898040858,1.6028046560714828,145.48930680458497,3.1998222501787947,103.43076125032857,18,1612.0296872438385
Toys,North,Low Income,Yes,476.65672013561044,175.3373541738024,1.2548241162440659,276.4460732135563,4.68168167503678,117.43597062967196,63,2373.4690860411865
Furniture,West,Middle Income,No,495.9205510215039,119.70213762423043,0.642449928338565,295.67947178019756,3.7093767182096133,89.65979519632421,16,1524.489355083089
Clothing,East,Low Income,No,459.0883386344749,156.82923475910923,1.1971067368973918,340.36624449501255,4.175580233523558,105.19756692964043,35,1917.0413785917212
Electronics,East,High Income,No,498.1495396770337,261.4068799643269,1.3972494601269885,365.63828956664776,4.33799016212198,68.46471414841108,62,2259.9114580496257
Clothing,South,High Income,No,543.4142220262216,139.5356079104636,1.987697210332581,266.89129255125164,3.598381564791952,112.59464559327289,9,1790.244848606822
Toys,North,Middle Income,Yes,542.7133728687661,151.8178849086816,1.7597572657909732,293.35429223673066,3.0479999591515767,107.20261178950263,62,1989.515243444846
Toys,North,High Income,Yes,431.10415885415046,133.37271131103705,1.6107726119505301,239.30221432111762,3.890267951327618,74.19468557525335,39,1869.982903148803
Clothing,South,High Income,No,591.509473958295,195.46942198843695,1.2095999532553736,306.97907366449255,3.8820861183771354,130.4175852368093,51,2203.136961568417
Clothing,East,Middle Income,No,515.710869450332,294.2738360633145,0.5089416254779345,377.4806945310622,3.9697482607013113,111.42268710041824,10,1575.6701928725402
Clothing,West,High Income,No,623.221395633977,193.36528892364643,0.5391219756336729,308.0914273156652,3.972508503852817,86.14650763827069,52,2173.2346341013754
Toys,South,High Income,No,643.2872431267082,203.3381062677195,0.6681317665289941,393.0660320006825,3.7506135788334105,113.12255192325516,12,1809.6469693469844
Toys,West,High Income,No,355.7273278626754,160.22763820665057,1.3539966618976411,376.14253282588993,3.7312313490763405,80.31129332451653,72,1986.0110994636882
Electronics,East,Low Income,Yes,414.0972461131291,196.9190977603864,1.9970222188589948,416.61582682506,4.148851764407393,83.07724710739546,62,2195.5883155684755
Electronics,North,Middle Income,Yes,581.354803997055,261.4525153173808,1.9835327849804418,310.3385945621661,3.588071304985162,80.41537359687133,3,1654.280590252131
Toys,East,Middle Income,Yes,333.51075798710525,207.14546938190867,1.8968578810387182,257.4055860114022,3.952338275954841,79.8379639324009,83,2161.6866825047546
Clothing,South,Middle Income,No,642.0176962693373,306.58850410310816,1.2424522582409803,349.69868182047657,3.7185206342952637,108.75225688402348,11,1920.9652778836573
Clothing,North,Low Income,No,465.6117805187337,262.97398561528456,2.072131583058555,270.16776025187926,4.147802621821624,101.89049099624161,8,1725.4517207570532
Electronics,South,Low Income,No,557.5033035109018,195.68418272775335,1.0344647118550783,347.1881311459714,4.5542881401591355,114.96442438338485,90,2433.078767902725
Toys,South,Middle Income,No,488.36093371392235,194.71060622039423,1.926696719429438,246.97573544930873,4.57468888655951,43.60628246607544,23,1892.9781177579412
Electronics,East,Low Income,Yes,360.7610472216313,281.54615688118156,0.6627118401059723,233.72753184286364,4.644645436268837,92.16921204334041,10,1798.8953259030538
Electronics,South,Middle Income,Yes,605.5544602131976,206.86627879276145,0.9114438780563908,397.3156786797987,3.8329536123289407,92.45190508153898,18,1864.9978901838558
Furniture,East,Low Income,No,775.072303053733,270.44607801358615,2.326307530485282,218.9940455348543,3.87497650408442,101.05268578337707,76,2722.8464359024138
Furniture,North,High Income,Yes,448.4991723644308,300.14536700633334,1.3980826930853978,381.77982230208255,3.365523843270908,100.53543477164673,39,1674.3305623074205
Furniture,East,High Income,Yes,467.76414491547575,189.78903160879455,1.1595150702917754,346.8824776127556,3.8287254860838704,104.56170589618812,26,1671.8485061234883
Clothing,North,Middle Income,No,235.09004567329407,217.5977682967508,2.051379354332827,307.54380540470146,3.846581088026068,101.77629332408675,11,1521.4473333601175
Toys,East,Low Income,No,635.1502903456121,249.00020922831897,2.108685811778636,148.5884118052296,3.691426182190277,90.8240498571059,10,1943.9139823641908
Toys,West,Low Income,No,591.1765322842002,238.375001951126,1.2833595959503887,418.852729747795,3.689103428288633,92.00907484626794,3,1595.7042846583226
Toys,West,High Income,No,326.6616137945086,238.02453664602507,1.6392317264710685,225.21282651420708,3.1511509049105815,98.9436160604201,62,1852.2303054781084
Toys,South,High Income,No,293.51145379531135,133.32630864111326,1.5684537127035718,376.252289750334,3.3290437021388013,110.09286641772154,71,1809.2785425431296
Furniture,East,Low Income,No,305.0768716834735,157.57916359191006,0.08644927963499982,244.72473587648852,4.022271793789373,101.70195794630337,61,1908.143906602885
Clothing,East,Low Income,Yes,564.5169125372818,175.2366489529406,0.8020699606181363,238.30694298252132,4.041036653139865,84.29630199253117,4,1660.6851156035232
Clothing,North,Low Income,Yes,574.4991419614082,260.7210401734338,1.9711272070910384,353.4892889530345,4.2415279347479,83.23747368041509,61,2381.4344130354334
Furniture,South,Low Income,No,407.66660556312115,138.2312546436557,1.083697875478625,343.0772029422185,3.8705527648911735,110.19791118504322,8,1488.855014549751
Clothing,East,Low Income,Yes,549.9260031382798,276.161335358942,1.7649189480325318,208.39219622450463,4.005827118916248,115.14785423798273,13,1926.0052035822985
Furniture,South,Low Income,No,515.8877120991152,238.99170570393414,1.6315202256727668,414.9407296430235,4.625254774532399,121.42028472881275,12,1942.440486388829
Toys,West,Middle Income,No,463.27302931457814,257.7115112361387,2.1077163850639407,283.51634676991415,3.9735495881017515,90.1814783866401,35,1934.873418060032
Furniture,East,Low Income,No,597.01968266853,153.52334613775005,0.8181042557960717,305.51429336314874,3.683965426429614,62.446327927193806,54,2091.0295485381507
Toys,East,High Income,No,379.50643987719616,203.6151181345065,1.697102920480626,276.2337900826976,3.4045260479711086,107.63289590881934,51,1961.8454580138261
Toys,South,Middle Income,Yes,614.7539213593896,214.94713930656582,1.467292770932278,211.77888711779602,4.398739931809215,85.6873629750842,43,2441.2934896944103
Electronics,East,Low Income,No,427.14784459856475,212.7483501011347,1.1051128296625263,358.8179569148057,3.1483287983076584,97.93259280557383,66,1823.5588352167513
Furniture,South,High Income,Yes,678.1536681967045,214.78287004233587,1.1016017948603811,323.16405560225644,3.5807906901559496,102.96459774378067,15,1813.8641680423905
Electronics,East,Middle Income,No,399.46939765185334,186.1736759802444,1.6137404404128317,235.59321244433525,4.209289666468238,111.07299328044172,49,1905.4664938233577
Furniture,North,High Income,No,464.8427921399873,206.76035405318297,1.8148350855258957,375.53066639546074,3.0467234115745985,117.86397694359641,34,1604.661600374505
Furniture,South,Low Income,No,505.85871375423534,251.67819775325935,1.5317981412721473,304.3869553003205,3.6928226060596447,123.39269787290806,39,1976.7932990778263
Electronics,East,Low Income,Yes,505.2318547822483,141.6743845779555,1.5473571259286394,306.1101613288056,4.064583753147867,126.38637037283266,26,1629.4341505119833
Electronics,West,Low Income,No,549.0828500618095,277.3525059452702,1.2507527979819881,442.1214952872913,3.808331172899706,102.0809285054314,69,2309.0202814393792
Furniture,East,Low Income,No,371.4317581753323,249.09494781842238,1.283907091475138,171.36001667864278,3.508655536235879,66.22714530862697,48,1945.0211780647446
Clothing,West,Middle Income,No,496.2687591753365,151.73990536583335,1.1037648208210513,170.30368723432392,3.703277837559711,87.80919062330327,89,2391.4961133716433
Toys,West,Middle Income,Yes,513.8131706402721,219.19180217276607,1.240699174152486,188.31959473276484,4.408492163327014,128.16252172702644,51,2167.9469218378877
Electronics,North,High Income,Yes,447.2261775971873,245.07493880790224,1.7973377959174988,329.09065865292257,4.915688695389622,102.97519115896286,98,2717.558439280675
Toys,South,Low Income,Yes,540.4058617459418,138.2353338057158,1.8532028122169244,271.2765133599778,4.069744340796799,143.56749220046976,4,1917.4392248181728
Clothing,East,High Income,No,365.3630086512219,202.09892166883006,0.8620621920969312,277.6362838084865,3.005857510075399,92.42029205631113,98,2104.36293663704
Clothing,North,Middle Income,Yes,467.35461109493167,196.0742349582497,1.0517816623592007,224.60668707066782,4.284051138555297,146.25726071348168,27,1802.460772007425
Clothing,East,Low Income,No,424.6815875596334,167.72097287465527,1.1448009881654042,433.2201019057359,3.801808242722167,99.96983229462016,42,1520.8039499739343
Electronics,West,Low Income,Yes,467.6569070450981,204.61784183820066,1.4679815691167921,460.0814376058309,3.4522885738807734,91.60493436797321,56,2023.967440712327
Clothing,South,Middle Income,Yes,644.7035459921203,169.9856712018605,0.6584235969817982,371.912365022523,3.599863474287418,85.76666920781182,93,2341.2008226468106
Electronics,East,Middle Income,No,646.6455726157401,268.71535344853686,1.0605464761308296,179.4171461724457,3.621105076089059,113.19707954040562,69,2464.295019334768
Clothing,East,Middle Income,Yes,627.0416460581221,168.6677839336295,0.8072092434889636,261.048251400862,3.2945761986110766,71.73892094426753,18,1908.6858111075899
Toys,West,Middle Income,No,453.7742719919149,239.59894700065792,1.700241067105058,366.1968907695773,3.9684656114468164,89.00488540166549,61,2190.4601632476324
Toys,East,Middle Income,No,590.7618276800207,117.23068061899178,1.4851625288338677,296.33365217908954,4.914073399654913,98.9483663566924,4,1891.3662042351
Furniture,East,Low Income,Yes,511.2362126925804,191.90950980750193,1.2687262372788153,372.17763564540655,3.450404454498581,54.843264229159054,1,1391.7497147358808
Toys,West,Middle Income,No,504.55897035030085,200.61555786756793,0.9683613596159893,399.82522980626635,4.898673512578752,98.05128247997553,50,2203.4179122963783
Furniture,North,Low Income,No,492.2638652380831,190.28544746922347,1.2764517743554027,452.57565813537616,4.104058338738071,134.4099304778056,84,2353.004745358171
Toys,West,Low Income,Yes,675.8417857379125,180.18408514023045,1.2176539421210393,247.61078730751788,3.953551355771958,108.63910060979312,70,2530.452233124352
Electronics,North,Middle Income,Yes,636.5838605556464,166.62424873274387,2.317333276259936,306.5027957625307,3.8390200424669283,86.83908691005337,20,1727.8869685273396
Toys,South,Middle Income,No,574.4896418447097,237.72703900074515,1.9985098557908851,264.7389350561788,3.5969279162673056,90.44249389146353,20,1931.5194843645834
Furniture,North,Low Income,Yes,482.9699034489374,249.972892754769,1.15464603703554,139.9374208029281,4.145926300917258,106.7429082894506,46,2189.5931142073123
Furniture,North,Middle Income,No,503.9560758254562,195.89195570716748,1.5825976704762283,356.12701848457596,4.260989523597904,89.7850573016227,27,2145.5244562515513
Clothing,South,Middle Income,No,553.0566604537735,145.168124598918,1.972104323292998,345.0753441001128,2.787428542845722,109.37119598163883,26,1654.3441344050773
Electronics,North,Middle Income,Yes,447.83910881459775,289.6974665693414,1.1544929063518559,256.25390775157234,5.271519169583824,89.22049582966446,32,2179.721381208441
Toys,West,High Income,Yes,593.8315715964504,156.01012835460597,0.791444629513365,172.15556064568838,3.0945068171252723,79.51414628984688,10,1612.8612521967118
Clothing,North,Low Income,Yes,407.87548885570936,127.02888707584263,0.6015707395336881,269.27013927923997,3.738835598647607,123.61590857619346,82,2163.898295233578
Toys,South,High Income,Yes,539.1843687997406,99.36890417401149,2.136133459957304,358.490132400889,2.7208560703367852,114.18079535406164,12,1335.9479464990488
Toys,West,Middle Income,No,271.028445020737,204.972594845633,1.4044688092650413,406.9866304091539,3.866045375817222,62.23141061137931,74,2039.8839374023394
Clothing,South,High Income,No,444.938147339787,189.12918072423818,1.6456626164373496,242.9937069706138,3.7692680620712444,93.26283651590897,88,2298.3922461365455
Clothing,South,Middle Income,Yes,707.7677132919443,251.54783245731696,1.21288131234047,388.6157082126049,3.7441533161003253,120.85878358973956,24,2043.2932232336948
Clothing,East,High Income,Yes,603.6191494391911,230.55422817227736,0.8660505407551579,349.7976732950997,4.1521668359468755,96.67718720138267,51,2104.017230629413
Clothing,East,Middle Income,No,653.5468449934524,214.5100612292519,0.959349587580451,333.05872646277345,3.8780941386531356,88.38901456442382,38,2045.160359498072
Clothing,South,High Income,No,433.2692332645618,186.43164022686253,0.8294826038536955,196.5158283405431,4.269209399748135,94.94911755569831,46,1949.0426082505824
Toys,South,High Income,No,510.3772836800436,255.49886360988333,1.9249972072344375,199.99236187414348,3.3813346268929125,102.21834815988188,89,2481.388833763107
Clothing,South,High Income,No,628.1992253094304,293.36949508762666,2.246280579166025,233.5371229519671,4.038691638417028,96.40728597023183,8,2004.7518766140308
Electronics,East,Low Income,Yes,563.3094934705377,250.44895995649517,1.5186219812375112,273.8889985632022,3.684159524922176,98.3464664628025,55,2244.8154937552695
Furniture,East,High Income,No,550.8565877358319,176.8234184575395,0.7411004533998006,444.05968553888954,3.814830276733386,97.00120440465072,78,2217.01603256908
Clothing,North,Low Income,No,663.0581970330063,239.07827769410875,1.748292095417804,247.0211919679571,4.135174324590258,80.52763178470707,31,2286.895994060297
Clothing,North,Middle Income,Yes,395.95450343860716,179.89551372663925,2.1324923324962715,361.7001131400969,3.7478471342945547,79.49680869698875,88,2251.5231263736296
Toys,South,High Income,No,481.5761960554497,144.74663420700128,1.9858333837416968,262.818940950773,3.94741713296141,78.20087947725187,16,1776.7774688084578
Clothing,West,Middle Income,No,324.5914437330646,155.04804689390275,1.485434475757503,337.81658502954764,3.4228772946783077,101.8299902091478,20,1325.0589446892366
Clothing,West,Middle Income,Yes,390.48939480643986,182.09107979311273,1.3827588816865588,294.9615067369729,4.547756115172956,111.65531061737083,38,2106.365108964238
Clothing,East,High Income,Yes,607.4185392178971,205.19798394817718,1.4814168393951346,314.16185031950266,4.36422201649731,81.17393666054691,15,1974.7144665398764
Toys,East,Low Income,Yes,408.26507338078767,303.02905762877293,2.112624502488358,329.5691836720013,4.0499917784073745,69.99760339617723,78,2320.0996248228116
Clothing,East,High Income,No,573.5524254125097,155.91552621940662,1.880182713910691,280.0434155703908,3.87866999058693,82.57361807659028,76,2594.9504499155883
Furniture,South,Middle Income,No,665.8485041968081,266.17442448456643,1.307121500188349,329.9571232557727,3.947814197576899,128.04807084731198,34,2197.5183779576732
Toys,West,Middle Income,Yes,482.2061825008061,184.13702241537155,1.2945423621048016,398.71326628693396,4.537011686257142,93.73782267969378,72,2242.2198229019386
Furniture,North,High Income,Yes,551.9863439799813,99.18075062773282,1.2591524756296575,239.6707667714153,4.328802784318922,95.7183010674874,19,1819.1592251933705
Toys,South,Low Income,No,574.331212954292,174.7136998534831,0.9676836832238492,394.8692658346049,4.545422164959719,84.04574041786728,69,2238.803148008666
Clothing,North,Low Income,Yes,377.8504936933435,258.83484965838454,2.175919117872693,278.78375954877527,3.8290544635422634,111.43411613171835,91,2334.102604723596
Furniture,North,Middle Income,Yes,438.3547654698953,217.23347596646178,1.1060881261267808,270.3206159516301,4.241699639728978,97.53328563252262,63,2303.702290052706
Toys,South,Middle Income,Yes,399.6338788328198,220.22255993319783,1.7451380328333768,355.9647489088859,4.594336991077673,85.4672224359615,77,2276.930157732871
Electronics,North,Low Income,No,446.32768899169713,266.425200442219,1.169286180841084,272.70726535134173,3.5369270983532184,79.3817874563104,32,1646.7512927321031
Clothing,West,High Income,No,571.61106980811,148.1831855532136,1.2613880589833188,325.5335400451933,3.5054785695967157,107.55695179232208,95,2514.7887807821767
Toys,North,Middle Income,No,440.4803269057708,147.4124784953875,1.4430596166385143,318.059832608906,4.137602247365192,105.27970309198896,37,2026.8595431759704
Electronics,West,Low Income,No,496.4846773068183,86.8135695351788,1.772621212417104,133.32102517743175,3.382529053359825,75.23438623052905,66,2250.638793006635
Toys,West,Middle Income,No,395.75383830687645,243.85410356213924,1.3703880591072604,333.40680656827453,3.0920875001494883,124.54764376725909,7,1595.2178092540603
Electronics,West,High Income,No,622.6422164533702,228.12421168148015,0.9303974141913339,184.71186389340227,4.587322865004275,87.16223250716604,48,2596.1260455507017
Clothing,East,Low Income,Yes,445.4890009776663,236.1983259795557,1.5095406655395505,190.80947401874,4.674449262832837,55.50493303923524,11,1750.5977884527917
Furniture,North,Middle Income,No,652.2980551909955,140.84943879716099,1.116664100404185,329.3170996449981,3.40999022289341,130.57268831659064,75,2282.474436809186
Electronics,South,High Income,No,506.09290938493604,119.78755220400737,2.2719191534572656,342.92718138530245,3.2840066194598645,97.94915602933287,87,2157.9943949057933
Toys,South,Middle Income,Yes,359.3000422036921,134.01908457833338,1.3700277487637056,396.40395654711256,3.6734051491817135,108.6894120005471,31,1438.1738545764067
Clothing,North,High Income,No,482.8973253454376,153.87138638206477,1.166015330964432,212.85059299485957,4.626404176059783,133.4457249067685,44,2225.3072124953937
Electronics,East,High Income,No,393.72231725338355,277.69794544564274,2.4874003998266714,240.69767965794125,3.794630773710928,79.94757101247299,45,2083.612633967252
Toys,East,Low Income,Yes,558.9349377378153,250.00633618912508,1.8694448512212365,337.1492635075485,4.047347508857405,109.58670898882659,72,2597.089509853702
Toys,West,High Income,Yes,473.86372176731334,177.08896796898398,1.0516129430978918,397.94219674845857,4.162460870514016,123.50656688299753,56,1959.4983530064455
Toys,North,Middle Income,Yes,516.3210255027354,214.96259966299925,1.104542970001698,315.3739833650543,4.0869239011793095,81.30978646790108,32,1851.2313510636147
Electronics,North,High Income,No,463.0646889953437,166.08188769261307,1.7370914905453407,229.7600840609623,4.747035572001709,129.21313671681523,21,2004.9011652554047
Electronics,South,High Income,Yes,444.4657696136675,218.21398803908284,1.5217381505174494,420.5133618864921,3.6400544856386308,71.81680640562398,31,1815.0676069608191
Electronics,North,Low Income,No,402.63779903843727,143.0952131129001,1.9450877713602372,279.0106775815134,3.9488966145242914,98.09270116432393,1,1318.357603365948
Furniture,East,High Income,No,583.622293682153,237.51257229869657,1.1686618495042085,281.5039499788876,4.116212849798685,78.49326291483,77,2459.2136886994444
Electronics,North,High Income,No,482.6846898200302,157.51483512078033,1.8505545623992385,185.13220886332772,3.9755021494171547,113.9168583400514,11,1776.9323611445018
Electronics,South,Middle Income,No,468.5309106301616,240.29575142715785,0.38085582944597807,357.9270139957233,3.3904493962444784,80.69211430169204,93,2324.1917705765286
Electronics,West,Low Income,Yes,480.178610155784,178.6288545902829,1.422779065370614,368.2084471504471,3.2637322415699836,87.65381953885655,68,2134.4036881193965
Furniture,South,Low Income,Yes,432.11382065142254,160.4962023200863,1.1914104269946342,243.5335189287884,3.253261361247425,82.42069172715117,36,1672.2304146528975
Electronics,South,Low Income,No,468.8648573223975,280.6498358624828,1.27247668966629,440.0965647244532,4.3631273749212305,75.96128136760326,79,2256.2235687095213
Toys,West,High Income,Yes,520.5629814693488,208.8473092446883,1.4485626769369606,253.02972902221236,3.5897985046553242,84.660697656996,59,1950.9061039235014
Electronics,South,Low Income,No,396.5863000943235,183.89093144757214,2.069251819796848,350.02035830368493,4.234637451970652,99.09336682823117,67,2183.3608750724534
Toys,South,High Income,No,411.0648006920792,237.9089154175632,0.9229800603394764,317.89193642337676,4.043371518909103,97.99568233963174,56,1986.147051692663
Toys,North,High Income,No,637.8284093622674,133.00044652125575,0.40597849779500006,137.95550440315805,3.5125714322391772,95.67053741203026,51,2005.0286483827576
Toys,North,Middle Income,Yes,463.72434672004437,255.34317946301792,0.9809732144441933,343.51227868358666,3.5250504654102146,86.66913778731472,29,1797.40522397721
Furniture,West,Middle Income,No,444.84391910759905,193.02776467957753,2.0112179659640796,336.3299716936204,4.067006580207049,92.87933384673818,85,2297.6981387493984
Furniture,North,Middle Income,No,365.61283944407245,230.03938578342186,0.6775043322542126,158.68938688441756,4.038842354781147,68.28828236552076,2,1393.2287083339995
Furniture,North,Middle Income,Yes,585.0677637474239,122.60632694884569,1.2140261797075618,422.0266618959634,4.246016118138537,86.02026457765695,6,1762.2449810015803
Electronics,South,Middle Income,Yes,394.40741864891567,180.87870209335023,1.9197886874059156,336.6550743889156,3.7712477211107043,95.56476660735004,31,1657.0659926535461
Toys,East,High Income,Yes,498.4707339038542,200.22900696727422,1.4707857283728232,399.15209067370404,3.576646110496152,105.88713878770092,54,2025.2620612585297
Furniture,North,High Income,Yes,329.18149306834096,251.51496068092644,2.0643533604251605,162.71142297830994,4.054935262497642,103.44525516400635,88,2442.370799570204
Furniture,East,Low Income,No,581.8172800364116,234.02055319687412,0.48255225827524817,267.16541629741346,4.709959562223306,75.44040377244595,40,2189.0137383579827
Electronics,North,High Income,Yes,617.6856243618581,180.37614811912917,1.339195456234492,394.44820048012,3.0616604665501903,108.55574531275414,17,1725.2724319793429
Furniture,North,High Income,No,548.4520345478015,215.89738786616908,2.1685885831775,174.53669152286358,3.6004736640131267,102.44500462755089,5,1793.8082122835742
Electronics,West,Middle Income,Yes,346.55198685947033,262.8284550863491,0.9365591769339174,269.51118761168044,4.29522007114171,128.80333970360172,2,1364.0564226788224
Clothing,West,High Income,Yes,583.8762143909231,190.000575828872,2.017404921694043,332.5201258048475,4.108242817243621,70.11198120954187,58,2189.07506087722
Furniture,West,Middle Income,Yes,417.26510003596474,184.55675197823462,1.382154808469919,148.43357361929856,4.302509646911754,97.27046181408605,12,1751.5276296354132
Clothing,East,Low Income,Yes,382.9028121278388,105.51476786235438,1.7170647125279614,194.28881946687176,3.7851724876851067,120.62612770651381,5,1369.7341185375903
Electronics,South,Low Income,Yes,461.6538954242347,186.04638323285948,2.1323284535112705,410.56673879980644,3.19404199134565,94.07148255948674,60,2073.329612048871
Toys,North,High Income,Yes,459.6632326653511,113.01864806577392,1.7149180755240443,304.7835685032127,4.83574635893333,81.730883596413,41,2093.693860564947
Furniture,North,Low Income,No,449.49513488197107,194.28326604833964,1.2043752203153169,394.1360074927502,4.541917944955449,83.67878027657986,20,1580.1002736098071
Electronics,North,High Income,Yes,627.3674247904694,249.40675716213735,1.7810313760626142,314.56764767158785,3.9879109212894384,115.6958130860684,72,2714.3848415606626
Toys,East,Low Income,Yes,701.1825996442626,94.01802624765922,1.1691000773594973,496.47171495958764,3.5791696915145192,69.038239492785,1,1495.2289933714055
Toys,West,Middle Income,Yes,363.0863462650535,261.7104412310395,1.636683426392694,335.0985826556275,3.7547162126793308,93.33539205682932,56,1959.2061570212231
Clothing,South,Middle Income,Yes,431.11676056754095,183.48884366719008,0.8740785202876137,401.58231523479196,4.11454175590488,82.47861000978796,70,2140.6543811405836
Electronics,East,Middle Income,No,514.2748336044957,198.6417566436697,1.5145473367061475,280.3130850807754,3.8741838666570216,83.98128552607416,56,2138.7089056942636
Toys,West,Middle Income,Yes,461.12835090627726,174.8790109930729,2.0946465391443825,316.85836867346706,3.992750417742474,108.8320171966647,54,2211.6563582508797
Furniture,East,High Income,Yes,539.9398749278516,114.33815587256703,1.3506151387174707,351.349662194322,4.805068602087935,92.094144462791,11,1695.62629688604
Furniture,South,Low Income,Yes,591.5985355945795,160.85054128518797,2.0468452194246556,364.6245166836245,4.461837606649761,104.66068156530818,3,1929.443653177148
Clothing,West,High Income,Yes,574.9365942270041,304.87050342247426,3.0467147653354525,296.88072508911796,3.4146107656666818,75.15985568120628,95,2813.6212733177467
Toys,East,Middle Income,No,560.9733567849833,145.19772518732742,1.4855263425943939,300.21955117535583,4.038459501137681,116.59797180928669,28,1833.0005365495733
Electronics,South,High Income,Yes,665.9095520919723,120.57288191372248,1.8070960781209926,340.15358064324,3.7398182450814423,104.25348032283569,5,1760.5882321149559
Furniture,North,Low Income,No,341.10527170838907,207.06455137035513,1.7384312924410286,340.10104977201655,4.1489715628741095,124.76015935337742,90,2467.211147449308
Toys,South,High Income,Yes,648.0108791954615,195.71117424138419,1.6125518295870394,217.99532819287685,3.968334296745579,91.86099168345473,16,2019.8204024238544
Toys,North,Low Income,No,458.7008365910256,183.8335104602176,1.893948012079448,317.996892134619,5.48384938938337,108.99125322169085,31,2182.1109520300533
Clothing,East,High Income,No,578.5125220675627,200.7223971676128,1.3759524840636685,325.6619141358728,4.214630828767972,115.66793832708996,28,2049.4287567431684
Furniture,West,Low Income,Yes,397.0333771720557,232.21013053480783,1.1687279498627288,221.8945474157476,3.9329079969166,108.59790069409816,7,1627.9587936139337
Furniture,West,Low Income,Yes,409.1503608106722,170.6418200107343,0.736838614284746,372.4741466326956,4.921503028666745,133.95578381471378,9,1578.8508957980234
Electronics,East,Middle Income,No,566.2117291482027,209.72051041413084,1.3286207534565857,333.01956985775655,4.10277472942629,66.73563397905346,39,2059.8340843506753
Furniture,West,Low Income,No,307.1269977250154,251.1937331065002,1.9507170825676836,486.45194507753143,3.2406378519598285,103.49301835795602,99,2275.395250069374
Electronics,West,Middle Income,Yes,598.9442078288313,150.23556666226025,1.0301014444034342,297.91891900764927,3.937776510198992,91.8829116064657,43,2051.3848333535525
Furniture,North,Middle Income,No,625.9963502341589,83.89093280306854,1.6233389482663787,390.8888867226172,4.306851623686026,90.44620290219815,27,1871.952704466149
Clothing,East,Middle Income,No,517.7784853828961,233.54042460479582,1.4384450682345347,343.1300457224709,4.242264741449151,129.87069019646026,76,2455.8722654672433
Furniture,South,High Income,No,514.1761035578558,325.1481287801487,1.1896409384787012,453.7151621242629,4.502587352184162,87.59575731013219,89,2546.986088376659
Electronics,North,High Income,Yes,416.6363855091548,199.63226731755924,0.5734798351233666,222.40153940515154,4.076858234355576,117.0565302503595,93,2444.5275207990453
